├gr┤cc»	freqContext	freqGram
├ie┤da»	1	9775
├ie┤eg»	1	9775
├ie┤ep»	1	9775
├ie┤et»	1	9775
├ie┤fT»	1	9775
├ie┤fa»	1	9775
├ie┤fd»	1	9775
├ie┤fh»	1	9775
├ie┤fs»	1	9775
├ie┤gh»	1	9775
├ie┤ho»	1	9775
├ie┤i »	1	9775
├ie┤i'»	1	9775
├ie┤i-»	1	9775
├ie┤iF»	1	9775
├ie┤ie»	1	9775
├ie┤if»	1	9775
├ie┤it»	1	9775
├ie┤ix»	1	9775
├ie┤i»»	1	9775
├ie┤iï»	1	9775
├ie┤ja»	1	9775
├ie┤jt»	1	9775
├ie┤l)»	1	9775
├ie┤ll»	1	9775
├ie┤lo»	1	9775
├ie┤m)»	1	9775
├ie┤mn»	1	9775
├ie┤mo»	1	9775
├ie┤n)»	1	9775
├ie┤n.»	1	9775
├ie┤nc»	1	9775
├ie┤nm»	1	9775
├ie┤no»	1	9775
├ie┤og»	1	9775
├ie┤ol»	1	9775
├ie┤p;»	1	9775
├ie┤po»	1	9775
├ie┤r;»	1	9775
├ie┤rn»	1	9775
├ie┤ry»	1	9775
├ie┤sl»	1	9775
├ie┤sp»	1	9775
├ie┤ss»	1	9775
├ie┤t'»	1	9775
├ie┤t)»	1	9775
├ie┤t.»	1	9775
├ie┤td»	1	9775
├ie┤tf»	1	9775
├ie┤tg»	1	9775
├ie┤tl»	1	9775
├ie┤tn»	1	9775
├ie┤tr»	1	9775
├ie┤u;»	1	9775
├ie┤ug»	1	9775
├ie┤ur»	1	9775
├ie┤va»	1	9775
├ie┤vp»	1	9775
├ie┤ye»	1	9775
├ie┤yl»	1	9775
├ie┤yn»	1	9775
├ie┤» »	1	9775
├in┤ge»	1271	9634
├in┤ck»	726	9634
├in┤de»	682	9634
├in┤gh»	645	9634
├in┤ne»	469	9634
├in┤t »	428	9634
├in┤ga»	373	9634
├in┤ d»	241	9634
├in┤ee»	207	9634
├in┤es»	203	9634
├in┤ g»	193	9634
├in┤ s»	183	9634
├in┤ v»	183	9634
├in┤ c»	133	9634
├in┤ a»	114	9634
├in┤ t»	113	9634
├in┤ h»	111	9634
├in┤di»	102	9634
├in┤a »	101	9634
├in┤co»	97	9634
├in┤wo»	95	9634
├in┤ e»	91	9634
├in┤st»	91	9634
├in┤ M»	89	9634
├in┤ p»	87	9634
├in┤cx»	84	9634
├in┤ue»	83	9634
├in┤ P»	77	9634
├in┤ o»	73	9634
├in┤ho»	69	9634
├in┤ A»	67	9634
├in┤, »	67	9634
├in┤ J»	61	9634
├in┤ts»	60	9634
├in┤te»	58	9634
├in┤ci»	56	9634
├in┤ C»	54	9634
├in┤ m»	53	9634
├in┤ B»	52	9634
├in┤ S»	52	9634
├in┤an»	49	9634
├in┤ b»	48	9634
├in┤ T»	46	9634
├in┤ r»	45	9634
├in┤ w»	44	9634
├in┤ce»	43	9634
├in┤gb»	43	9634
├in┤s »	40	9634
├in┤tr»	40	9634
├in┤se»	39	9634
├in┤ '»	38	9634
├in┤ G»	37	9634
├in┤sg»	36	9634
├in┤gi»	35	9634
├in┤a,»	34	9634
├in┤en»	33	9634
├in┤so»	32	9634
├in┤si»	28	9634
├in┤ti»	28	9634
├in┤ct»	24	9634
├in┤er»	24	9634
├in┤go»	23	9634
├in┤ek»	22	9634
├in┤ N»	21	9634
├in┤ z»	21	9634
├in┤ar»	20	9634
├in┤fo»	20	9634
├in┤ W»	18	9634
├in┤da»	17	9634
├in┤ H»	16	9634
├in┤ l»	16	9634
├in┤ha»	16	9634
├in┤ic»	16	9634
├in┤ F»	15	9634
├in┤ n»	15	9634
├in┤cs»	15	9634
├in┤ D»	14	9634
├in┤am»	14	9634
├in┤qu»	14	9634
├in┤la»	13	9634
├in┤ni»	13	9634
├in┤ 2»	11	9634
├in┤ I»	11	9634
├in┤ R»	11	9634
├in┤c »	11	9634
├in┤vo»	11	9634
├in┤ 1»	10	9634
├in┤as»	10	9634
├in┤fe»	10	9634
├in┤ua»	10	9634
├in┤ u»	9	9634
├in┤al»	9	9634
├in┤ch»	9	9634
├in┤g »	9	9634
├in┤he»	9	9634
├in┤s,»	9	9634
├in┤ q»	8	9634
├in┤ 3»	7	9634
├in┤ E»	7	9634
├in┤ O»	7	9634
├in┤ i»	7	9634
├in┤at»	7	9634
├in┤do»	7	9634
├in┤dt»	7	9634
├in┤du»	7	9634
├in┤gu»	7	9634
├in┤ie»	7	9634
├in┤t,»	7	9634
├in┤ta»	7	9634
├in┤ U»	6	9634
├in┤ba»	6	9634
├in┤ca»	6	9634
├in┤e »	6	9634
├in┤gl»	6	9634
├in┤oc»	6	9634
├in┤wi»	6	9634
├in┤ L»	5	9634
├in┤; »	5	9634
├in┤ae»	5	9634
├in┤ai»	5	9634
├in┤be»	5	9634
├in┤eu»	5	9634
├in┤gj»	5	9634
├in┤ve»	5	9634
├in┤ V»	4	9634
├in┤ f»	4	9634
├in┤ y»	4	9634
├in┤- »	4	9634
├in┤bo»	4	9634
├in┤cl»	4	9634
├in┤dr»	4	9634
├in┤is»	4	9634
├in┤ju»	4	9634
├in┤va»	4	9634
├in┤ 5»	3	9634
├in┤ 7»	3	9634
├in┤ez»	3	9634
├in┤ia»	3	9634
├in┤ig»	3	9634
├in┤iu»	3	9634
├in┤li»	3	9634
├in┤ls»	3	9634
├in┤mi»	3	9634
├in┤th»	3	9634
├in┤ (»	2	9634
├in┤ 4»	2	9634
├in┤ 8»	2	9634
├in┤ Y»	2	9634
├in┤ ^»	2	9634
├in┤ j»	2	9634
├in┤ay»	2	9634
├in┤br»	2	9634
├in┤cr»	2	9634
├in┤el»	2	9634
├in┤em»	2	9634
├in┤gf»	2	9634
├in┤gs»	2	9634
├in┤ke»	2	9634
├in┤l »	2	9634
├in┤le»	2	9634
├in┤lo»	2	9634
├in┤oo»	2	9634
├in┤os»	2	9634
├in┤pe»	2	9634
├in┤po»	2	9634
├in┤sa»	2	9634
├in┤sp»	2	9634
├in┤us»	2	9634
├in┤wa»	2	9634
├in┤ 6»	1	9634
├in┤ K»	1	9634
├in┤ Q»	1	9634
├in┤ }»	1	9634
├in┤'t»	1	9634
├in┤(s»	1	9634
├in┤* »	1	9634
├in┤.c»	1	9634
├in┤.d»	1	9634
├in┤Ra»	1	9634
├in┤^ »	1	9634
├in┤^,»	1	9634
├in┤^m»	1	9634
├in┤^o»	1	9634
├in┤ac»	1	9634
├in┤ag»	1	9634
├in┤au»	1	9634
├in┤av»	1	9634
├in┤bl»	1	9634
├in┤by»	1	9634
├in┤cb»	1	9634
├in┤cq»	1	9634
├in┤d »	1	9634
├in┤dj»	1	9634
├in┤dé»	1	9634
├in┤e,»	1	9634
├in┤et»	1	9634
├in┤fl»	1	9634
├in┤fr»	1	9634
├in┤g[»	1	9634
├in┤gc»	1	9634
├in┤gg»	1	9634
├in┤gn»	1	9634
├in┤gè»	1	9634
├in┤hu»	1	9634
├in┤im»	1	9634
├in┤in»	1	9634
├in┤io»	1	9634
├in┤it»	1	9634
├in┤iy»	1	9634
├in┤j,»	1	9634
├in┤kr»	1	9634
├in┤lr»	1	9634
├in┤ma»	1	9634
├in┤me»	1	9634
├in┤n »	1	9634
├in┤na»	1	9634
├in┤nn»	1	9634
├in┤no»	1	9634
├in┤of»	1	9634
├in┤og»	1	9634
├in┤om»	1	9634
├in┤on»	1	9634
├in┤ou»	1	9634
├in┤ph»	1	9634
├in┤ro»	1	9634
├in┤s;»	1	9634
├in┤s^»	1	9634
├in┤sc»	1	9634
├in┤sl»	1	9634
├in┤t'»	1	9634
├in┤t.»	1	9634
├in┤t;»	1	9634
├in┤to»	1	9634
├in┤tw»	1	9634
├in┤un»	1	9634
├in┤v^»	1	9634
├in┤vi»	1	9634
├in┤wb»	1	9634
├in┤we»	1	9634
├in┤y,»	1	9634
├in┤yt»	1	9634
├ h┤ad»	1958	9432
├ h┤et»	1325	9432
├ h┤eb»	887	9432
├ h┤un»	825	9432
├ h┤ee»	564	9432
├ h┤ae»	496	9432
├ h┤em»	427	9432
├ h┤oe»	346	9432
├ h┤oo»	344	9432
├ h┤an»	315	9432
├ h┤ie»	248	9432
├ h┤ar»	218	9432
├ h┤ou»	214	9432
├ h┤er»	202	9432
├ h┤y »	158	9432
├ h┤uy»	150	9432
├ h┤al»	107	9432
├ h┤el»	102	9432
├ h┤en»	76	9432
├ h┤on»	73	9432
├ h┤ul»	50	9432
├ h┤ov»	34	9432
├ h┤av»	28	9432
├ h┤of»	27	9432
├ h┤os»	22	9432
├ h┤ec»	20	9432
├ h┤ui»	14	9432
├ h┤ey»	13	9432
├ h┤ac»	11	9432
├ h┤ev»	11	9432
├ h┤og»	11	9432
├ h┤'.»	10	9432
├ h┤op»	10	9432
├ h┤ed»	9	9432
├ h┤in»	9	9432
├ h┤ai»	8	9432
├ h┤ef»	6	9432
├ h┤eu»	6	9432
├ h┤um»	6	9432
├ h┤^ »	5	9432
├ h┤oc»	5	9432
├ h┤uw»	5	9432
├ h┤ap»	4	9432
├ h┤ei»	4	9432
├ h┤ut»	4	9432
├ h┤y,»	4	9432
├ h┤it»	3	9432
├ h┤ g»	2	9432
├ h┤d>»	2	9432
├ h┤im»	2	9432
├ h┤mi»	2	9432
├ h┤ol»	2	9432
├ h┤or»	2	9432
├ h┤ow»	2	9432
├ h┤ue»	2	9432
├ h┤uï»	2	9432
├ h┤yd»	2	9432
├ h┤ s»	1	9432
├ h┤"^»	1	9432
├ h┤''»	1	9432
├ h┤'®»	1	9432
├ h┤^f»	1	9432
├ h┤ab»	1	9432
├ h┤af»	1	9432
├ h┤ah»	1	9432
├ h┤ak»	1	9432
├ h┤am»	1	9432
├ h┤as»	1	9432
├ h┤at»	1	9432
├ h┤aè»	1	9432
├ h┤ct»	1	9432
├ h┤d)»	1	9432
├ h┤eU»	1	9432
├ h┤e^»	1	9432
├ h┤eg»	1	9432
├ h┤es»	1	9432
├ h┤nl»	1	9432
├ h┤nn»	1	9432
├ h┤ny»	1	9432
├ h┤o.»	1	9432
├ h┤oU»	1	9432
├ h┤oi»	1	9432
├ h┤om»	1	9432
├ h┤ot»	1	9432
├ h┤oy»	1	9432
├ h┤oé»	1	9432
├ h┤ri»	1	9432
├ h┤uc»	1	9432
├ h┤uo»	1	9432
├ h┤uu»	1	9432
├ h┤yg»	1	9432
├ h┤®.»	1	9432
├ h┤èe»	1	9432
├ h┤ét»	1	9432
├ h┤öu»	1	9432
├se┤n »	1648	9287
├se┤lv»	1378	9287
├se┤er»	592	9287
├se┤n,»	443	9287
├se┤nt»	296	9287
├se┤nd»	292	9287
├se┤ec»	228	9287
├se┤ v»	217	9287
├se┤r »	209	9287
├se┤ g»	199	9287
├se┤ s»	189	9287
├se┤gg»	182	9287
├se┤ c»	165	9287
├se┤yl»	147	9287
├se┤lf»	139	9287
├se┤ n»	128	9287
├se┤ w»	108	9287
├se┤yd»	99	9287
├se┤ t»	98	9287
├se┤ o»	94	9287
├se┤ m»	91	9287
├se┤ a»	87	9287
├se┤, »	81	9287
├se┤ e»	79	9287
├se┤th»	79	9287
├se┤ d»	78	9287
├se┤ h»	78	9287
├se┤re»	77	9287
├se┤co»	73	9287
├se┤tt»	73	9287
├se┤ p»	67	9287
├se┤ b»	66	9287
├se┤ r»	63	9287
├se┤n;»	62	9287
├se┤de»	60	9287
├se┤yt»	54	9287
├se┤rs»	52	9287
├se┤s »	51	9287
├se┤rl»	48	9287
├se┤ i»	47	9287
├se┤r,»	47	9287
├se┤ l»	36	9287
├se┤cr»	34	9287
├se┤ke»	31	9287
├se┤ j»	29	9287
├se┤ge»	29	9287
├se┤gh»	29	9287
├se┤ly»	29	9287
├se┤ C»	28	9287
├se┤ch»	26	9287
├se┤na»	26	9287
├se┤te»	26	9287
├se┤t »	23	9287
├se┤ls»	22	9287
├se┤ra»	21	9287
├se┤li»	19	9287
├se┤ri»	19	9287
├se┤ q»	18	9287
├se┤l »	18	9287
├se┤ve»	17	9287
├se┤yn»	17	9287
├se┤ed»	15	9287
├se┤ f»	14	9287
├se┤le»	14	9287
├se┤lt»	14	9287
├se┤n)»	14	9287
├se┤u »	13	9287
├se┤ M»	12	9287
├se┤s,»	12	9287
├se┤ A»	11	9287
├se┤la»	11	9287
├se┤qu»	11	9287
├se┤rg»	11	9287
├se┤ W»	10	9287
├se┤ z»	10	9287
├se┤rv»	9	9287
├se┤ B»	8	9287
├se┤me»	8	9287
├se┤ (»	7	9287
├se┤ 2»	7	9287
├se┤ 4»	7	9287
├se┤ba»	7	9287
├se┤lh»	7	9287
├se┤ll»	7	9287
├se┤ni»	7	9287
├se┤ G»	6	9287
├se┤ J»	6	9287
├se┤ k»	6	9287
├se┤ u»	6	9287
├se┤be»	6	9287
├se┤ma»	6	9287
├se┤ns»	6	9287
├se┤t,»	6	9287
├se┤ym»	6	9287
├se┤ N»	5	9287
├se┤ P»	5	9287
├se┤cu»	5	9287
├se┤e »	5	9287
├se┤lo»	5	9287
├se┤ng»	5	9287
├se┤tl»	5	9287
├se┤ H»	4	9287
├se┤ S»	4	9287
├se┤ V»	4	9287
├se┤) »	4	9287
├se┤; »	4	9287
├se┤We»	4	9287
├se┤e,»	4	9287
├se┤eg»	4	9287
├se┤he»	4	9287
├se┤mo»	4	9287
├se┤mp»	4	9287
├se┤n^»	4	9287
├se┤nb»	4	9287
├se┤po»	4	9287
├se┤ur»	4	9287
├se┤wa»	4	9287
├se┤ 8»	3	9287
├se┤ D»	3	9287
├se┤ O»	3	9287
├se┤a »	3	9287
├se┤ne»	3	9287
├se┤n»»	3	9287
├se┤pa»	3	9287
├se┤ss»	3	9287
├se┤u,»	3	9287
├se┤ 1»	2	9287
├se┤ R»	2	9287
├se┤ T»	2	9287
├se┤. »	2	9287
├se┤UE»	2	9287
├se┤ee»	2	9287
├se┤eo»	2	9287
├se┤ep»	2	9287
├se┤et»	2	9287
├se┤gb»	2	9287
├se┤iv»	2	9287
├se┤jo»	2	9287
├se┤mb»	2	9287
├se┤mc»	2	9287
├se┤nl»	2	9287
├se┤np»	2	9287
├se┤pu»	2	9287
├se┤ro»	2	9287
├se┤s;»	2	9287
├se┤sl»	2	9287
├se┤st»	2	9287
├se┤tb»	2	9287
├se┤ti»	2	9287
├se┤va»	2	9287
├se┤ F»	1	9287
├se┤ I»	1	9287
├se┤ [»	1	9287
├se┤ y»	1	9287
├se┤Ch»	1	9287
├se┤at»	1	9287
├se┤bi»	1	9287
├se┤bo»	1	9287
├se┤cc»	1	9287
├se┤ci»	1	9287
├se┤di»	1	9287
├se┤dt»	1	9287
├se┤ek»	1	9287
├se┤ev»	1	9287
├se┤ew»	1	9287
├se┤ga»	1	9287
├se┤ha»	1	9287
├se┤hi»	1	9287
├se┤ho»	1	9287
├se┤hr»	1	9287
├se┤hy»	1	9287
├se┤i »	1	9287
├se┤ih»	1	9287
├se┤in»	1	9287
├se┤l,»	1	9287
├se┤lV»	1	9287
├se┤l^»	1	9287
├se┤lb»	1	9287
├se┤ld»	1	9287
├se┤lr»	1	9287
├se┤m,»	1	9287
├se┤n'»	1	9287
├se┤n:»	1	9287
├se┤nv»	1	9287
├se┤né»	1	9287
├se┤o)»	1	9287
├se┤o,»	1	9287
├se┤r;»	1	9287
├se┤r^»	1	9287
├se┤rc»	1	9287
├se┤rj»	1	9287
├se┤rw»	1	9287
├se┤ry»	1	9287
├se┤se»	1	9287
├se┤so»	1	9287
├se┤sv»	1	9287
├se┤tv»	1	9287
├se┤ud»	1	9287
├se┤ug»	1	9287
├se┤we»	1	9287
├se┤yJ»	1	9287
├se┤z »	1	9287
├va┤n »	5972	9055
├va┤nd»	1383	9055
├va┤er»	448	9055
├va┤ll»	201	9055
├va┤nt»	178	9055
├va┤ng»	143	9055
├va┤de»	84	9055
├va┤nc»	74	9055
├va┤st»	70	9055
├va┤en»	64	9055
├va┤re»	63	9055
├va┤ne»	62	9055
├va┤l »	30	9055
├va┤ls»	30	9055
├va┤lt»	16	9055
├va┤te»	15	9055
├va┤le»	10	9055
├va┤tt»	10	9055
├va┤n,»	9	9055
├va┤s »	9	9055
├va┤es»	8	9055
├va┤et»	8	9055
├va┤n'»	8	9055
├va┤li»	7	9055
├va┤t »	7	9055
├va┤, »	6	9055
├va┤nl»	6	9055
├va┤ o»	5	9055
├va┤ d»	4	9055
├va┤il»	4	9055
├va┤ri»	4	9055
├va┤sl»	4	9055
├va┤ss»	4	9055
├va┤ud»	4	9055
├va┤ H»	3	9055
├va┤ e»	3	9055
├va┤ m»	3	9055
├va┤dt»	3	9055
├va┤th»	3	9055
├va┤ t»	2	9055
├va┤ v»	2	9055
├va┤an»	2	9055
├va┤ar»	2	9055
├va┤ca»	2	9055
├va┤ch»	2	9055
├va┤l,»	2	9055
├va┤n-»	2	9055
├va┤n/»	2	9055
├va┤qu»	2	9055
├va┤s,»	2	9055
├va┤se»	2	9055
├va┤ti»	2	9055
├va┤u »	2	9055
├va┤uc»	2	9055
├va┤z,»	2	9055
├va┤ C»	1	9055
├va┤ D»	1	9055
├va┤ [»	1	9055
├va┤ b»	1	9055
├va┤ g»	1	9055
├va┤ n»	1	9055
├va┤ s»	1	9055
├va┤Dd»	1	9055
├va┤^ »	1	9055
├va┤a »	1	9055
├va┤al»	1	9055
├va┤at»	1	9055
├va┤ck»	1	9055
├va┤cr»	1	9055
├va┤ei»	1	9055
├va┤eu»	1	9055
├va┤ga»	1	9055
├va┤hd»	1	9055
├va┤i »	1	9055
├va┤i^»	1	9055
├va┤ii»	1	9055
├va┤j^»	1	9055
├va┤lI»	1	9055
├va┤lU»	1	9055
├va┤la»	1	9055
├va┤lb»	1	9055
├va┤lj»	1	9055
├va┤lu»	1	9055
├va┤mi»	1	9055
├va┤ml»	1	9055
├va┤n*»	1	9055
├va┤n.»	1	9055
├va┤n3»	1	9055
├va┤n:»	1	9055
├va┤nB»	1	9055
├va┤nH»	1	9055
├va┤nJ»	1	9055
├va┤nK»	1	9055
├va┤nM»	1	9055
├va┤nR»	1	9055
├va┤nS»	1	9055
├va┤nT»	1	9055
├va┤n^»	1	9055
├va┤na»	1	9055
├va┤nh»	1	9055
├va┤ni»	1	9055
├va┤np»	1	9055
├va┤nw»	1	9055
├va┤ny»	1	9055
├va┤rr»	1	9055
├va┤sa»	1	9055
├va┤si»	1	9055
├va┤t,»	1	9055
├va┤ur»	1	9055
├va┤ut»	1	9055
├va┤v »	1	9055
├va┤z »	1	9055
├va┤ü »	1	9055
├es┤en»	1446	8902
├es┤ch»	612	8902
├es┤te»	592	8902
├es┤t »	505	8902
├es┤on»	494	8902
├es┤el»	405	8902
├es┤e »	392	8902
├es┤se»	237	8902
├es┤id»	197	8902
├es┤ta»	184	8902
├es┤, »	156	8902
├es┤ v»	148	8902
├es┤ey»	145	8902
├es┤et»	137	8902
├es┤ol»	131	8902
├es┤t,»	131	8902
├es┤la»	126	8902
├es┤ti»	114	8902
├es┤an»	109	8902
├es┤pe»	100	8902
├es┤ a»	93	8902
├es┤ d»	81	8902
├es┤ e»	81	8902
├es┤ie»	77	8902
├es┤ C»	76	8902
├es┤ g»	76	8902
├es┤lo»	72	8902
├es┤ n»	69	8902
├es┤to»	69	8902
├es┤tr»	67	8902
├es┤ m»	66	8902
├es┤er»	65	8902
├es┤ic»	64	8902
├es┤eg»	59	8902
├es┤ l»	55	8902
├es┤ s»	52	8902
├es┤si»	49	8902
├es┤ t»	44	8902
├es┤ b»	42	8902
├es┤es»	41	8902
├es┤pr»	41	8902
├es┤tc»	39	8902
├es┤ c»	38	8902
├es┤sa»	38	8902
├es┤ w»	35	8902
├es┤ o»	34	8902
├es┤am»	31	8902
├es┤le»	31	8902
├es┤ec»	29	8902
├es┤ h»	28	8902
├es┤t;»	28	8902
├es┤ i»	25	8902
├es┤po»	25	8902
├es┤ar»	24	8902
├es┤in»	24	8902
├es┤pa»	24	8902
├es┤ K»	23	8902
├es┤co»	23	8902
├es┤ G»	22	8902
├es┤ M»	21	8902
├es┤me»	21	8902
├es┤oc»	19	8902
├es┤oe»	18	8902
├es┤wa»	18	8902
├es┤ p»	14	8902
├es┤ae»	14	8902
├es┤lu»	14	8902
├es┤th»	14	8902
├es┤ S»	13	8902
├es┤ j»	13	8902
├es┤cb»	13	8902
├es┤ou»	13	8902
├es┤ H»	12	8902
├es┤ha»	12	8902
├es┤sj»	12	8902
├es┤ r»	11	8902
├es┤ac»	11	8902
├es┤al»	11	8902
├es┤ne»	11	8902
├es┤e,»	10	8902
├es┤um»	10	8902
├es┤up»	10	8902
├es┤uy»	10	8902
├es┤; »	9	8902
├es┤ce»	9	8902
├es┤eu»	9	8902
├es┤tu»	9	8902
├es┤wo»	9	8902
├es┤is»	8	8902
├es┤or»	8	8902
├es┤ny»	7	8902
├es┤us»	7	8902
├es┤ D»	6	8902
├es┤ge»	6	8902
├es┤it»	6	8902
├es┤ts»	6	8902
├es┤ 2»	5	8902
├es┤ E»	5	8902
├es┤ L»	5	8902
├es┤ay»	5	8902
├es┤ig»	5	8902
├es┤l »	5	8902
├es┤lc»	5	8902
├es┤ni»	5	8902
├es┤pi»	5	8902
├es┤uc»	5	8902
├es┤ur»	5	8902
├es┤ B»	4	8902
├es┤ u»	4	8902
├es┤cr»	4	8902
├es┤ee»	4	8902
├es┤em»	4	8902
├es┤li»	4	8902
├es┤oi»	4	8902
├es┤oo»	4	8902
├es┤t)»	4	8902
├es┤ty»	4	8902
├es┤ (»	3	8902
├es┤ 1»	3	8902
├es┤ 3»	3	8902
├es┤ A»	3	8902
├es┤ep»	3	8902
├es┤io»	3	8902
├es┤mo»	3	8902
├es┤no»	3	8902
├es┤py»	3	8902
├es┤tb»	3	8902
├es┤td»	3	8902
├es┤tl»	3	8902
├es┤we»	3	8902
├es┤ye»	3	8902
├es┤ I»	2	8902
├es┤ N»	2	8902
├es┤ O»	2	8902
├es┤ P»	2	8902
├es┤ R»	2	8902
├es┤ V»	2	8902
├es┤ f»	2	8902
├es┤ad»	2	8902
├es┤ag»	2	8902
├es┤be»	2	8902
├es┤cl»	2	8902
├es┤de»	2	8902
├es┤di»	2	8902
├es┤dv»	2	8902
├es┤eb»	2	8902
├es┤eo»	2	8902
├es┤ia»	2	8902
├es┤lr»	2	8902
├es┤na»	2	8902
├es┤oD»	2	8902
├es┤od»	2	8902
├es┤t-»	2	8902
├es┤tj»	2	8902
├es┤tw»	2	8902
├es┤ve»	2	8902
├es┤wi»	2	8902
├es┤yn»	2	8902
├es┤ *»	1	8902
├es┤ 4»	1	8902
├es┤ 5»	1	8902
├es┤ 6»	1	8902
├es┤ 7»	1	8902
├es┤ 8»	1	8902
├es┤ J»	1	8902
├es┤ T»	1	8902
├es┤ U»	1	8902
├es┤ W»	1	8902
├es┤ Y»	1	8902
├es┤ q»	1	8902
├es┤$a»	1	8902
├es┤' »	1	8902
├es┤) »	1	8902
├es┤-s»	1	8902
├es┤. »	1	8902
├es┤.C»	1	8902
├es┤;d»	1	8902
├es┤Mi»	1	8902
├es┤^ »	1	8902
├es┤a »	1	8902
├es┤a£»	1	8902
├es┤c »	1	8902
├es┤c^»	1	8902
├es┤cn»	1	8902
├es┤cy»	1	8902
├es┤do»	1	8902
├es┤e)»	1	8902
├es┤e;»	1	8902
├es┤ea»	1	8902
├es┤ed»	1	8902
├es┤ei»	1	8902
├es┤ej»	1	8902
├es┤ez»	1	8902
├es┤f »	1	8902
├es┤h'»	1	8902
├es┤ik»	1	8902
├es┤il»	1	8902
├es┤ir»	1	8902
├es┤je»	1	8902
├es┤ma»	1	8902
├es┤mc»	1	8902
├es┤oU»	1	8902
├es┤oa»	1	8902
├es┤op»	1	8902
├es┤oü»	1	8902
├es┤pu»	1	8902
├es┤ra»	1	8902
├es┤sL»	1	8902
├es┤t'»	1	8902
├es┤t(»	1	8902
├es┤tg»	1	8902
├es┤tt»	1	8902
├es┤tv»	1	8902
├es┤tz»	1	8902
├es┤ub»	1	8902
├es┤ul»	1	8902
├es┤un»	1	8902
├es┤vd»	1	8902
├es┤y »	1	8902
├es┤y,»	1	8902
├es┤yJ»	1	8902
├es┤z »	1	8902
├es┤z.»	1	8902
├es┤én»	1	8902
├n,┤ d»	1809	8834
├n,┤ m»	776	8834
├n,┤ s»	757	8834
├n,┤ a»	659	8834
├n,┤ w»	562	8834
├n,┤ g»	548	8834
├n,┤ o»	511	8834
├n,┤ v»	419	8834
├n,┤ h»	393	8834
├n,┤ e»	387	8834
├n,┤ t»	280	8834
├n,┤ n»	278	8834
├n,┤ b»	223	8834
├n,┤ i»	189	8834
├n,┤ c»	91	8834
├n,┤ 1»	84	8834
├n,┤ l»	75	8834
├n,┤ '»	74	8834
├n,┤ u»	70	8834
├n,┤ 2»	65	8834
├n,┤ p»	51	8834
├n,┤ 4»	39	8834
├n,┤ H»	37	8834
├n,┤ r»	34	8834
├n,┤ 5»	32	8834
├n,┤ 3»	30	8834
├n,┤ C»	27	8834
├n,┤ z»	27	8834
├n,┤ j»	25	8834
├n,┤ A»	20	8834
├n,┤ G»	20	8834
├n,┤ M»	20	8834
├n,┤ 6»	15	8834
├n,┤ J»	15	8834
├n,┤ L»	13	8834
├n,┤ P»	13	8834
├n,┤ S»	12	8834
├n,┤ 7»	11	8834
├n,┤ 9»	11	8834
├n,┤ I»	8	8834
├n,┤ U»	8	8834
├n,┤ f»	8	8834
├n,┤ y»	8	8834
├n,┤ 8»	7	8834
├n,┤ W»	7	8834
├n,┤ k»	7	8834
├n,┤ B»	6	8834
├n,┤ E»	6	8834
├n,┤ *»	5	8834
├n,┤ D»	5	8834
├n,┤ R»	5	8834
├n,┤ q»	5	8834
├n,┤, »	5	8834
├n,┤ T»	4	8834
├n,┤ /»	3	8834
├n,┤ F»	3	8834
├n,┤ N»	3	8834
├n,┤ Z»	3	8834
├n,┤ .»	2	8834
├n,┤ Q»	2	8834
├n,┤ V»	2	8834
├n,┤' »	2	8834
├n,┤. »	2	8834
├n,┤^ »	2	8834
├n,┤ "»	1	8834
├n,┤ (»	1	8834
├n,┤ K»	1	8834
├n,┤ O»	1	8834
├n,┤ Y»	1	8834
├n,┤ \»	1	8834
├n,┤ ^»	1	8834
├n,┤ |»	1	8834
├n,┤ «»	1	8834
├n,┤ è»	1	8834
├n,┤ ü»	1	8834
├n,┤ •»	1	8834
├n,┤* »	1	8834
├n,┤.^»	1	8834
├or┤de»	891	8657
├or┤ d»	712	8657
├or┤s.»	491	8657
├or┤sc»	393	8657
├or┤t »	352	8657
├or┤tu»	337	8657
├or┤ge»	268	8657
├or┤en»	222	8657
├or┤te»	193	8657
├or┤le»	169	8657
├or┤dr»	168	8657
├or┤lo»	157	8657
├or┤ne»	140	8657
├or┤sa»	138	8657
├or┤ e»	132	8657
├or┤ts»	131	8657
├or┤di»	124	8657
├or┤ h»	103	8657
├or┤ s»	103	8657
├or┤ g»	100	8657
├or┤re»	98	8657
├or┤pe»	83	8657
├or┤an»	78	8657
├or┤ v»	75	8657
├or┤do»	72	8657
├or┤na»	72	8657
├or┤ t»	68	8657
├or┤t,»	68	8657
├or┤ly»	67	8657
├or┤s »	65	8657
├or┤ce»	63	8657
├or┤co»	63	8657
├or┤ o»	62	8657
├or┤st»	61	8657
├or┤ m»	58	8657
├or┤ga»	58	8657
├or┤no»	57	8657
├or┤om»	57	8657
├or┤si»	57	8657
├or┤, »	54	8657
├or┤tr»	53	8657
├or┤ '»	52	8657
├or┤ee»	52	8657
├or┤se»	50	8657
├or┤ve»	48	8657
├or┤ a»	46	8657
├or┤ae»	44	8657
├or┤ 1»	43	8657
├or┤ M»	43	8657
├or┤ig»	42	8657
├or┤me»	40	8657
├or┤ti»	39	8657
├or┤ie»	38	8657
├or┤it»	37	8657
├or┤ra»	37	8657
├or┤ta»	37	8657
├or┤ G»	36	8657
