illegal	legal	similarity	code	explanation
wisssel	wissel	0.9	1	one close legal neighbour
yersien	versien	0.9	1	one close legal neighbour
yyanden	vyanden	0.9	1	one close legal neighbour
zeekant	zeecant	0.9	1	one close legal neighbour
üngangh	tingangh	0.8	1	one close legal neighbour
'Glaes	Glaes	0.9	1	one close legal neighbour
'aleer	aleer	0.9	1	one close legal neighbour
'conde	conde	0.9	1	one close legal neighbour
'meede	meede	0.9	1	one close legal neighbour
'peper	peper	0.9	1	one close legal neighbour
(Onder	Onder	0.9	1	one close legal neighbour
(alsoo	alsoo	0.9	1	one close legal neighbour
(corts	corts	0.9	1	one close legal neighbour
(lager	lager	0.9	1	one close legal neighbour
(meest	meest	0.9	1	one close legal neighbour
(sulcx	sulcx	0.9	1	one close legal neighbour
(synde	synde	0.9	1	one close legal neighbour
(synen	synen	0.9	1	one close legal neighbour
(vande	vande	0.9	1	one close legal neighbour
(wiens	wiens	0.9	1	one close legal neighbour
(ydich	tydich	0.8	1	one close legal neighbour
(zynde	zynde	0.9	1	one close legal neighbour
-vande	vande	0.9	1	one close legal neighbour
.Samen	Samen	0.9	1	one close legal neighbour
.cours	cours	0.9	1	one close legal neighbour
.macht	macht	0.9	1	one close legal neighbour
.rycke	rycke	0.9	1	one close legal neighbour
.schyn	schyn	0.9	1	one close legal neighbour
Achter	achter	0.8	1	one close legal neighbour
Adviso	Advis	0.9	1	one close legal neighbour
Alangh	langh	0.9	1	one close legal neighbour
Andrea	Andre	0.9	1	one close legal neighbour
Atehyn	Atchyn	0.8	1	one close legal neighbour
Bamsia	Hamsia	0.8	1	one close legal neighbour
Bangry	Bangary	0.9	1	one close legal neighbour
Baoarj	Bacarj	0.8	1	one close legal neighbour
Bgmont	Egmont	0.8	1	one close legal neighbour
Boanoa	Bonoa	0.9	1	one close legal neighbour
Bonoas	Bonoa	0.9	1	one close legal neighbour
Bueren	Buyren	0.8	1	one close legal neighbour
Cajelj	Cayelj	0.8	1	one close legal neighbour
Cayely	Cayelj	0.8	1	one close legal neighbour
Ccylon	Ceylon	0.8	1	one close legal neighbour
Ceborj	Ciborj	0.8	1	one close legal neighbour
Chilli	Chilis	0.8	1	one close legal neighbour
Cibory	Ciborj	0.8	1	one close legal neighbour
Cooper	cooper	0.8	1	one close legal neighbour
Coppen	coppen	0.8	1	one close legal neighbour
Daegbs	Daeghs	0.8	1	one close legal neighbour
Dewyle	dewyle	0.8	1	one close legal neighbour
Duyflf	Duyff	0.9	1	one close legal neighbour
Echter	achter	0.8	1	one close legal neighbour
Edelen	edelen	0.8	1	one close legal neighbour
Equans	Iquans	0.8	1	one close legal neighbour
Eredam	Bredam	0.8	1	one close legal neighbour
Geylon	Ceylon	0.8	1	one close legal neighbour
Giborj	Ciborj	0.8	1	one close legal neighbour
Gooper	cooper	0.8	1	one close legal neighbour
Gosler	Cosler	0.8	1	one close legal neighbour
Goster	Coster	0.8	1	one close legal neighbour
Groram	Goram	0.9	1	one close legal neighbour
Hatibe	Hatibj	0.8	1	one close legal neighbour
Hattoa	Hattou	0.8	1	one close legal neighbour
Hgeene	geene	0.9	1	one close legal neighbour
Hierop	hierop	0.8	1	one close legal neighbour
Hjacht	jacht	0.9	1	one close legal neighbour
Hoecum	hoecum	0.8	1	one close legal neighbour
Hoewel	hoewel	0.8	1	one close legal neighbour
Hpicol	picol	0.9	1	one close legal neighbour
Hroode	roode	0.9	1	one close legal neighbour
Hsatyn	satyn	0.9	1	one close legal neighbour
Hselve	selve	0.9	1	one close legal neighbour
Hstuck	stuck	0.9	1	one close legal neighbour
Hutten	Rutten	0.8	1	one close legal neighbour
Hvolck	volck	0.9	1	one close legal neighbour
Hwerck	werck	0.9	1	one close legal neighbour
Ihoorn	hoorn	0.9	1	one close legal neighbour
Ileere	leere	0.9	1	one close legal neighbour
Insche	Intche	0.8	1	one close legal neighbour
Iweede	tweede	0.8	1	one close legal neighbour
Jacoba	Jacob	0.9	1	one close legal neighbour
Jaeger	laeger	0.8	1	one close legal neighbour
Jambys	Jamby	0.9	1	one close legal neighbour
Japura	Japara	0.8	1	one close legal neighbour
Lingen	ringen	0.8	1	one close legal neighbour
Losarj	Lossarj	0.9	1	one close legal neighbour
Louhou	Louhoe	0.8	1	one close legal neighbour
Maerty	Maert	0.9	1	one close legal neighbour
Mamale	Matale	0.8	1	one close legal neighbour
Mannac	Mannack	0.9	1	one close legal neighbour
Mattau	Matta	0.9	1	one close legal neighbour
Mayoor	Mayor	0.9	1	one close legal neighbour
Nassou	Nassouw	0.9	1	one close legal neighbour
Natiën	natiën	0.8	1	one close legal neighbour
Oltens	Ottens	0.8	1	one close legal neighbour
Oprust	Onrust	0.8	1	one close legal neighbour
Pipeli	Pipelj	0.8	1	one close legal neighbour
Pipely	Pipelj	0.8	1	one close legal neighbour
Priuce	Prince	0.8	1	one close legal neighbour
Puncto	Puncte	0.8	1	one close legal neighbour
Radjal	Radja	0.9	1	one close legal neighbour
Rassia	cassia	0.8	1	one close legal neighbour
Roomse	roomse	0.8	1	one close legal neighbour
Rovers	rovers	0.8	1	one close legal neighbour
Ruiten	Rutten	0.8	1	one close legal neighbour
Saeyer	Sayer	0.9	1	one close legal neighbour
Slrate	Strate	0.8	1	one close legal neighbour
Sterck	sterck	0.8	1	one close legal neighbour
Sullan	Sultan	0.8	1	one close legal neighbour
Suouck	Snouck	0.8	1	one close legal neighbour
Tega'l	Tegal	0.9	1	one close legal neighbour
Tegen3	Tegen	0.9	1	one close legal neighbour
Touali	Toualj	0.8	1	one close legal neighbour
Tyssen	Thyssen	0.9	1	one close legal neighbour
Ultimo	ultimo	0.8	1	one close legal neighbour
Uselve	selve	0.9	1	one close legal neighbour
Vadaer	Vander	0.8	1	one close legal neighbour
Vlielh	Vlieth	0.8	1	one close legal neighbour
Wangso	Wangsa	0.8	1	one close legal neighbour
Wierde	vierde	0.8	1	one close legal neighbour
Witten	sitten	0.8	1	one close legal neighbour
Wotton	Whotton	0.9	1	one close legal neighbour
Ylieth	Vlieth	0.8	1	one close legal neighbour
^handt	handt	0.9	1	one close legal neighbour
^roote	groote	0.8	1	one close legal neighbour
^tchin	Atchin	0.8	1	one close legal neighbour
aeunam	aennam	0.8	1	one close legal neighbour
ahlaer	aldaer	0.8	1	one close legal neighbour
aklaer	aldaer	0.8	1	one close legal neighbour
aldaar	aldaer	0.8	1	one close legal neighbour
alhief	alhier	0.8	1	one close legal neighbour
alhiei	alhier	0.8	1	one close legal neighbour
alsser	passer	0.8	1	one close legal neighbour
amenon	ammenon	0.9	1	one close legal neighbour
andeie	andere	0.8	1	one close legal neighbour
areecq	arreecq	0.9	1	one close legal neighbour
atdaer	aldaer	0.8	1	one close legal neighbour
atthal	attal	0.9	1	one close legal neighbour
avance	advance	0.9	1	one close legal neighbour
baflas	baftas	0.8	1	one close legal neighbour
bcsich	besich	0.8	1	one close legal neighbour
becoml	becomt	0.8	1	one close legal neighbour
beoomt	becomt	0.8	1	one close legal neighbour
besayt	beseyt	0.8	1	one close legal neighbour
beseih	beseth	0.8	1	one close legal neighbour
besicb	besich	0.8	1	one close legal neighbour
besloo	besloot	0.9	1	one close legal neighbour
besoar	besar	0.9	1	one close legal neighbour
bitter	botter	0.8	1	one close legal neighbour
blecff	bleeff	0.8	1	one close legal neighbour
bragbt	braght	0.8	1	one close legal neighbour
carvel	carael	0.8	1	one close legal neighbour
cauwel	couwel	0.8	1	one close legal neighbour
cleine	cleene	0.8	1	one close legal neighbour
cleyue	cleyne	0.8	1	one close legal neighbour
comvoy	convoy	0.8	1	one close legal neighbour
coniyn	conien	0.8	1	one close legal neighbour
conneU	connen	0.8	1	one close legal neighbour
coopan	coopen	0.8	1	one close legal neighbour
corpus	corps	0.9	1	one close legal neighbour
coüien	conien	0.8	1	one close legal neighbour
creegb	creegh	0.8	1	one close legal neighbour
crygeu	crygen	0.8	1	one close legal neighbour
d*eene	degene	0.8	1	one close legal neighbour
dVoors	Voors	0.9	1	one close legal neighbour
daarop	daerop	0.8	1	one close legal neighbour
daecbs	daechs	0.8	1	one close legal neighbour
daegbs	daeghs	0.8	1	one close legal neighbour
dattet	datter	0.8	1	one close legal neighbour
daérop	daerop	0.8	1	one close legal neighbour
deught	deucht	0.8	1	one close legal neighbour
dewyie	dewyle	0.8	1	one close legal neighbour
dierle	dierte	0.8	1	one close legal neighbour
duerte	dierte	0.8	1	one close legal neighbour
eaneel	caneel	0.8	1	one close legal neighbour
eeuige	eenige	0.8	1	one close legal neighbour
eldaer	aldaer	0.8	1	one close legal neighbour
elders	selders	0.9	1	one close legal neighbour
eomste	comste	0.8	1	one close legal neighbour
eoppen	coppen	0.8	1	one close legal neighbour
etmaei	etmael	0.8	1	one close legal neighbour
eusten	custen	0.8	1	one close legal neighbour
eyiant	eylant	0.8	1	one close legal neighbour
eylaat	eylant	0.8	1	one close legal neighbour
eylanl	eylant	0.8	1	one close legal neighbour
eyuden	eynden	0.8	1	one close legal neighbour
eénige	eenige	0.8	1	one close legal neighbour
finale	fynale	0.8	1	one close legal neighbour
flrman	firman	0.8	1	one close legal neighbour
flueel	fluweel	0.9	1	one close legal neighbour
fortje	forte	0.9	1	one close legal neighbour
fsamen	samen	0.9	1	one close legal neighbour
fsampt	sampt	0.9	1	one close legal neighbour
ganscb	gansch	0.8	1	one close legal neighbour
gausch	gansch	0.8	1	one close legal neighbour
gecorl	gecort	0.8	1	one close legal neighbour
gedult	geduyt	0.8	1	one close legal neighbour
geerue	geerne	0.8	1	one close legal neighbour
geiyck	gelyck	0.8	1	one close legal neighbour
gejyck	gelyck	0.8	1	one close legal neighbour
gekist	gemist	0.8	1	one close legal neighbour
gelmdt	geldt	0.9	1	one close legal neighbour
geselh	geseth	0.8	1	one close legal neighbour
gespit	gespilt	0.9	1	one close legal neighbour
gewagh	gewach	0.8	1	one close legal neighbour
giUion	gilion	0.8	1	one close legal neighbour
gieten	guiten	0.8	1	one close legal neighbour
giften	guiten	0.8	1	one close legal neighbour
gilHon	gilion	0.8	1	one close legal neighbour
gilKon	gilion	0.8	1	one close legal neighbour
giljon	gilion	0.8	1	one close legal neighbour
gingan	gingen	0.8	1	one close legal neighbour
golias	gelias	0.8	1	one close legal neighbour
gorabs	goraps	0.8	1	one close legal neighbour
grofif	groff	0.9	1	one close legal neighbour
halfif	halff	0.9	1	one close legal neighbour
heeffl	heefft	0.8	1	one close legal neighbour
hervat	hervath	0.9	1	one close legal neighbour
heugen	leugen	0.8	1	one close legal neighbour
hoccum	hoecum	0.8	1	one close legal neighbour
hooier	hooger	0.8	1	one close legal neighbour
hoojft	hooft	0.9	1	one close legal neighbour
ieeger	leeger	0.8	1	one close legal neighbour
iuhout	inhout	0.8	1	one close legal neighbour
jconde	conde	0.9	1	one close legal neighbour
jegeus	jegens	0.8	1	one close legal neighbour
kalven	halven	0.8	1	one close legal neighbour
kappen	cappen	0.8	1	one close legal neighbour
karren	carren	0.8	1	one close legal neighbour
kassen	cassen	0.8	1	one close legal neighbour
kelder	helder	0.8	1	one close legal neighbour
kennet	kennen	0.8	1	one close legal neighbour
kycker	rycker	0.8	1	one close legal neighbour
laeleu	laelen	0.8	1	one close legal neighbour
lamhoe	lamboe	0.8	1	one close legal neighbour
langli	langlis	0.9	1	one close legal neighbour
lapara	Japara	0.8	1	one close legal neighbour
ledich	leedich	0.9	1	one close legal neighbour
ledigh	leedigh	0.9	1	one close legal neighbour
lelyck	gelyck	0.8	1	one close legal neighbour
liggen	leggen	0.8	1	one close legal neighbour
locken	rocken	0.8	1	one close legal neighbour
lodgie	logie	0.9	1	one close legal neighbour
lopens	loopens	0.9	1	one close legal neighbour
loubac	toubac	0.8	1	one close legal neighbour
louris	mouris	0.8	1	one close legal neighbour
luydcn	luyden	0.8	1	one close legal neighbour
maleya	maleye	0.8	1	one close legal neighbour
melale	metale	0.8	1	one close legal neighbour
mesjen	messen	0.8	1	one close legal neighbour
molest	moest	0.9	1	one close legal neighbour
mueren	muyren	0.8	1	one close legal neighbour
nadnen	naden	0.9	1	one close legal neighbour
neelje	neelie	0.8	1	one close legal neighbour
negrie	negrye	0.8	1	one close legal neighbour
nelten	selten	0.8	1	one close legal neighbour
nimmer	immer	0.9	1	one close legal neighbour
nochit	nochte	0.8	1	one close legal neighbour
onveyl	onheyl	0.8	1	one close legal neighbour
oubans	coubans	0.9	1	one close legal neighbour
oudste	outste	0.8	1	one close legal neighbour
perthy	perthye	0.9	1	one close legal neighbour
pieken	piecken	0.9	1	one close legal neighbour
pollen	bollen	0.8	1	one close legal neighbour
purper	proper	0.8	1	one close legal neighbour
quiati	quiatj	0.8	1	one close legal neighbour
quiaty	quiatj	0.8	1	one close legal neighbour
quietj	quiatj	0.8	1	one close legal neighbour
resorl	resort	0.8	1	one close legal neighbour
rontom	rondom	0.8	1	one close legal neighbour
ruinas	ruynas	0.8	1	one close legal neighbour
rusten	resten	0.8	1	one close legal neighbour
ryvier	rivier	0.8	1	one close legal neighbour
sarasa	sarassa	0.9	1	one close legal neighbour
sattyn	satyn	0.9	1	one close legal neighbour
sawack	swack	0.9	1	one close legal neighbour
scbeen	scheen	0.8	1	one close legal neighbour
scbynt	schynt	0.8	1	one close legal neighbour
sebeen	seegen	0.8	1	one close legal neighbour
sendcn	senden	0.8	1	one close legal neighbour
seslen	seylen	0.8	1	one close legal neighbour
slaefl	slaeff	0.8	1	one close legal neighbour
slrate	strate	0.8	1	one close legal neighbour
soeckl	soeckt	0.8	1	one close legal neighbour
soodai	soodat	0.8	1	one close legal neighbour
soodal	soodat	0.8	1	one close legal neighbour
sopdat	soodat	0.8	1	one close legal neighbour
soudse	soude	0.9	1	one close legal neighbour
specye	specie	0.8	1	one close legal neighbour
stacnd	stand	0.9	1	one close legal neighbour
taruwe	trouwe	0.8	1	one close legal neighbour
tcgens	tegens	0.8	1	one close legal neighbour
telyck	gelyck	0.8	1	one close legal neighbour
temmen	termen	0.8	1	one close legal neighbour
terwyl	terwyle	0.9	1	one close legal neighbour
toppen	coppen	0.8	1	one close legal neighbour
touacq	toubacq	0.9	1	one close legal neighbour
tsamen	samen	0.9	1	one close legal neighbour
tydmge	tydige	0.8	1	one close legal neighbour
ullimo	ultimo	0.8	1	one close legal neighbour
uyttet	uytter	0.8	1	one close legal neighbour
v^asch	valsch	0.8	1	one close legal neighbour
vahden	vanden	0.8	1	one close legal neighbour
valscb	valsch	0.8	1	one close legal neighbour
vamlen	vallen	0.8	1	one close legal neighbour
vdlden	velden	0.8	1	one close legal neighbour
verbly	verblyt	0.9	1	one close legal neighbour
vermat	vermath	0.9	1	one close legal neighbour
verrot	vertrout	0.9	1	one close legal neighbour
vfesen	vresen	0.8	1	one close legal neighbour
vnlden	vinden	0.8	1	one close legal neighbour
vnmden	vinden	0.8	1	one close legal neighbour
vnnden	vinden	0.8	1	one close legal neighbour
vogels	cogels	0.8	1	one close legal neighbour
volghl	volght	0.8	1	one close legal neighbour
vqlcht	volcht	0.8	1	one close legal neighbour
vyandl	vyandt	0.8	1	one close legal neighbour
vyanls	vyants	0.8	1	one close legal neighbour
vyvres	vivres	0.8	1	one close legal neighbour
waarby	waerby	0.8	1	one close legal neighbour
waer^i	waerin	0.8	1	one close legal neighbour
waerhy	waerby	0.8	1	one close legal neighbour
weescn	weesen	0.8	1	one close legal neighbour
werell	werelt	0.8	1	one close legal neighbour
weusch	wensch	0.8	1	one close legal neighbour
wflden	wilden	0.8	1	one close legal neighbour
ymandl	ymandt	0.8	1	one close legal neighbour
zilver	silver	0.8	1	one close legal neighbour
zitten	sitten	0.8	1	one close legal neighbour
«tegen	tegen	0.9	1	one close legal neighbour
Èchade	schade	0.8	1	one close legal neighbour
éoppen	coppen	0.8	1	one close legal neighbour
$omme	somme	0.8	1	one close legal neighbour
(alle	alle	0.9	1	one close legal neighbour
(daer	daer	0.9	1	one close legal neighbour
(doch	doch	0.9	1	one close legal neighbour
(door	door	0.9	1	one close legal neighbour
(ofte	ofte	0.9	1	one close legal neighbour
(over	over	0.9	1	one close legal neighbour
(waer	swaer	0.8	1	one close legal neighbour
Anger	Ander	0.8	1	one close legal neighbour
Anjer	Ander	0.8	1	one close legal neighbour
Arouw	vrouw	0.8	1	one close legal neighbour
Bauan	Bouan	0.8	1	one close legal neighbour
Bidie	indie	0.8	1	one close legal neighbour
Boera	Brodera	0.8	1	one close legal neighbour
Bouro	Bourou	0.9	1	one close legal neighbour
C!omp	Clomp	0.8	1	one close legal neighbour
CJomp	Clomp	0.8	1	one close legal neighbour
Cafon	Caron	0.8	1	one close legal neighbour
Candy	Candj	0.8	1	one close legal neighbour
Chili	Chilj	0.8	1	one close legal neighbour
Ciomp	Clomp	0.8	1	one close legal neighbour
Cléyn	Cleyn	0.8	1	one close legal neighbour
Codia	Chodia	0.9	1	one close legal neighbour
Coper	coper	0.8	1	one close legal neighbour
Crayn	Crayen	0.9	1	one close legal neighbour
Cteen	Cleen	0.8	1	one close legal neighbour
Duyfl	Duyff	0.8	1	one close legal neighbour
Edele	ydele	0.8	1	one close legal neighbour
Foute	houte	0.8	1	one close legal neighbour
Gaiff	Galff	0.8	1	one close legal neighbour
Galfl	Galff	0.8	1	one close legal neighbour
Geest	eerst	0.8	1	one close legal neighbour
Gendl	Gendt	0.8	1	one close legal neighbour
Gotta	Cotta	0.8	1	one close legal neighbour
Graef	Graeff	0.9	1	one close legal neighbour
Haloy	Halou	0.8	1	one close legal neighbour
Hatib	Hatibj	0.9	1	one close legal neighbour
Hfort	fort	0.9	1	one close legal neighbour
HilIa	Hilla	0.8	1	one close legal neighbour
Hlant	lant	0.9	1	one close legal neighbour
Hocha	Mocha	0.8	1	one close legal neighbour
Jacöb	Jacob	0.8	1	one close legal neighbour
Japar	Japan	0.8	1	one close legal neighbour
Julio	Junio	0.8	1	one close legal neighbour
Junyo	Junio	0.8	1	one close legal neighbour
Keter	beter	0.8	1	one close legal neighbour
Kingj	Ringj	0.8	1	one close legal neighbour
Lahou	Latou	0.8	1	one close legal neighbour
Lammo	Lamma	0.8	1	one close legal neighbour
Lamot	Lamodt	0.9	1	one close legal neighbour
Lampe	Lampen	0.9	1	one close legal neighbour
Laola	Laala	0.8	1	one close legal neighbour
Linde	inde	0.9	1	one close legal neighbour
Linga	linga	0.8	1	one close legal neighbour
Maart	Maert	0.8	1	one close legal neighbour
Maire	Marye	0.8	1	one close legal neighbour
Major	Mayor	0.8	1	one close legal neighbour
Malta	Matta	0.8	1	one close legal neighbour
Manar	Manga	0.8	1	one close legal neighbour
Nieuw	nieuw	0.8	1	one close legal neighbour
Nuyts	Duyts	0.8	1	one close legal neighbour
Onsen	onsen	0.8	1	one close legal neighbour
Peera	Pera	0.9	1	one close legal neighbour
Pinto	Punto	0.8	1	one close legal neighbour
Poete	soete	0.8	1	one close legal neighbour
Puyts	Duyts	0.8	1	one close legal neighbour
Radeh	Raden	0.8	1	one close legal neighbour
Rarop	Harop	0.8	1	one close legal neighbour
Ringi	Ringj	0.8	1	one close legal neighbour
Rocho	Rochado	0.8	1	one close legal neighbour
Santa	Santo	0.8	1	one close legal neighbour
Snouc	Snouck	0.9	1	one close legal neighbour
Soisa	Sousa	0.8	1	one close legal neighbour
Souby	Soury	0.8	1	one close legal neighbour
Storm	storm	0.8	1	one close legal neighbour
Sualj	Soualj	0.9	1	one close legal neighbour
SymoD	Symon	0.8	1	one close legal neighbour
TegaU	Tegal	0.8	1	one close legal neighbour
Twisl	Twist	0.8	1	one close legal neighbour
Vader	vader	0.8	1	one close legal neighbour
Wansa	Wangsa	0.9	1	one close legal neighbour
Werve	Verve	0.8	1	one close legal neighbour
Yenlo	Venlo	0.8	1	one close legal neighbour
Yinck	Vinck	0.8	1	one close legal neighbour
Zayer	Sayer	0.8	1	one close legal neighbour
^oote	ooste	0.8	1	one close legal neighbour
a^vys	advys	0.8	1	one close legal neighbour
abuys	buys	0.9	1	one close legal neighbour
adaer	daer	0.9	1	one close legal neighbour
afval	affval	0.9	1	one close legal neighbour
agaet	gaet	0.9	1	one close legal neighbour
alarm	allarm	0.9	1	one close legal neighbour
altyl	altyt	0.8	1	one close legal neighbour
aluin	ajuin	0.8	1	one close legal neighbour
andcr	ander	0.8	1	one close legal neighbour
anker	ander	0.8	1	one close legal neighbour
avant	avont	0.8	1	one close legal neighbour
avonl	avont	0.8	1	one close legal neighbour
baloü	balou	0.8	1	one close legal neighbour
barot	baroth	0.9	1	one close legal neighbour
bbaer	baer	0.9	1	one close legal neighbour
bcere	beere	0.8	1	one close legal neighbour
beier	beter	0.8	1	one close legal neighbour
beurt	berte	0.8	1	one close legal neighbour
bewys	bewyst	0.9	1	one close legal neighbour
bidje	bidde	0.8	1	one close legal neighbour
biyft	blyft	0.8	1	one close legal neighbour
bloei	bloet	0.8	1	one close legal neighbour
bomen	boomen	0.9	1	one close legal neighbour
bomma	gomma	0.8	1	one close legal neighbour
bsien	besien	0.9	1	one close legal neighbour
bunne	dunne	0.8	1	one close legal neighbour
caltj	cattj	0.8	1	one close legal neighbour
calty	catty	0.8	1	one close legal neighbour
catlj	cattj	0.8	1	one close legal neighbour
catly	catty	0.8	1	one close legal neighbour
comeu	comen	0.8	1	one close legal neighbour
comtt	comt	0.9	1	one close legal neighbour
corgc	corge	0.8	1	one close legal neighbour
cpmen	comen	0.8	1	one close legal neighbour
cènto	cento	0.8	1	one close legal neighbour
d^gen	dagen	0.8	1	one close legal neighbour
dader	daer	0.9	1	one close legal neighbour
daema	daemae	0.9	1	one close legal neighbour
descr	deser	0.8	1	one close legal neighbour
dewyl	dewyle	0.9	1	one close legal neighbour
dexel	desel	0.8	1	one close legal neighbour
dezer	deser	0.8	1	one close legal neighbour
djiet	diet	0.9	1	one close legal neighbour
do^de	doode	0.8	1	one close legal neighbour
donne	bonne	0.8	1	one close legal neighbour
désen	desen	0.8	1	one close legal neighbour
eeneu	eenen	0.8	1	one close legal neighbour
eomen	comen	0.8	1	one close legal neighbour
eruyt	cruyt	0.8	1	one close legal neighbour
eyndc	eynde	0.8	1	one close legal neighbour
fielt	hielt	0.8	1	one close legal neighbour
flayt	fluyt	0.8	1	one close legal neighbour
folie	foelie	0.9	1	one close legal neighbour
fynne	fyne	0.9	1	one close legal neighbour
gaflf	gaff	0.9	1	one close legal neighbour
geduy	geduyt	0.9	1	one close legal neighbour
geils	gelts	0.8	1	one close legal neighbour
gelia	gelias	0.9	1	one close legal neighbour
gewis	gewas	0.8	1	one close legal neighbour
gfont	gront	0.8	1	one close legal neighbour
gorab	gorap	0.8	1	one close legal neighbour
gouls	gouts	0.8	1	one close legal neighbour
gouni	gouny	0.8	1	one close legal neighbour
gronl	gront	0.8	1	one close legal neighbour
göuts	gouts	0.8	1	one close legal neighbour
haddc	hadde	0.8	1	one close legal neighbour
haddé	hadde	0.8	1	one close legal neighbour
haesl	haest	0.8	1	one close legal neighbour
haiff	halff	0.8	1	one close legal neighbour
hamba	Hamba	0.8	1	one close legal neighbour
hebbc	hebbe	0.8	1	one close legal neighbour
hnlpe	hulpe	0.8	1	one close legal neighbour
holle	rolle	0.8	1	one close legal neighbour
huise	huyse	0.8	1	one close legal neighbour
huune	hunne	0.8	1	one close legal neighbour
j)ock	jonck	0.8	1	one close legal neighbour
jdaer	jaer	0.9	1	one close legal neighbour
joDck	jonck	0.8	1	one close legal neighbour
juist	juyst	0.8	1	one close legal neighbour
komen	comen	0.8	1	one close legal neighbour
kuyen	luyen	0.8	1	one close legal neighbour
laQde	lade	0.9	1	one close legal neighbour
lan^t	landt	0.8	1	one close legal neighbour
licff	lieff	0.8	1	one close legal neighbour
liiet	liet	0.9	1	one close legal neighbour
loeff	lieff	0.8	1	one close legal neighbour
loffj	loff	0.9	1	one close legal neighbour
loflf	loff	0.9	1	one close legal neighbour
lyste	laste	0.8	1	one close legal neighbour
mayor	Mayor	0.8	1	one close legal neighbour
meesf	meest	0.8	1	one close legal neighbour
meesl	meest	0.8	1	one close legal neighbour
myleu	mylen	0.8	1	one close legal neighbour
nalie	natie	0.8	1	one close legal neighbour
names	namen	0.8	1	one close legal neighbour
navet	naveth	0.9	1	one close legal neighbour
nette	hette	0.8	1	one close legal neighbour
niaer	naer	0.9	1	one close legal neighbour
nilla	Hilla	0.8	1	one close legal neighbour
nooyt	noyt	0.9	1	one close legal neighbour
oiaer	diaer	0.8	1	one close legal neighbour
oiyen	olyen	0.8	1	one close legal neighbour
ondei	onder	0.8	1	one close legal neighbour
opden	open	0.9	1	one close legal neighbour
payen	papen	0.8	1	one close legal neighbour
pieol	picol	0.8	1	one close legal neighbour
pikol	picol	0.8	1	one close legal neighbour
pirol	picol	0.8	1	one close legal neighbour
ppdat	opdat	0.8	1	one close legal neighbour
pycol	picol	0.8	1	one close legal neighbour
pylen	palen	0.8	1	one close legal neighbour
raaer	raer	0.9	1	one close legal neighbour
raont	ront	0.9	1	one close legal neighbour
reacl	reael	0.8	1	one close legal neighbour
reedé	reede	0.8	1	one close legal neighbour
rompe	rompen	0.9	1	one close legal neighbour
roofl	rooff	0.8	1	one close legal neighbour
rooms	roomse	0.9	1	one close legal neighbour
ropia	ropias	0.9	1	one close legal neighbour
rusle	resle	0.8	1	one close legal neighbour
ruste	reste	0.8	1	one close legal neighbour
ryeke	rycke	0.8	1	one close legal neighbour
saeke	saecke	0.9	1	one close legal neighbour
schat	schant	0.9	1	one close legal neighbour
sclve	selve	0.8	1	one close legal neighbour
siUen	sien	0.9	1	one close legal neighbour
slacb	slach	0.8	1	one close legal neighbour
slagb	slagh	0.8	1	one close legal neighbour
sochl	socht	0.8	1	one close legal neighbour
songy	songh	0.8	1	one close legal neighbour
spmme	somme	0.8	1	one close legal neighbour
stiat	stat	0.9	1	one close legal neighbour
sulex	sulcx	0.8	1	one close legal neighbour
syode	syde	0.9	1	one close legal neighbour
syüde	synde	0.8	1	one close legal neighbour
sélve	selve	0.8	1	one close legal neighbour
sóude	soude	0.8	1	one close legal neighbour
tampi	tampj	0.8	1	one close legal neighbour
thayl	tayl	0.9	1	one close legal neighbour
thays	thuys	0.8	1	one close legal neighbour
thola	tholas	0.9	1	one close legal neighbour
touwa	touwe	0.8	1	one close legal neighbour
toÜen	tonen	0.8	1	one close legal neighbour
uemen	nemen	0.8	1	one close legal neighbour
v^aer	vader	0.8	1	one close legal neighbour
vadth	vath	0.9	1	one close legal neighbour
vandc	vande	0.8	1	one close legal neighbour
vandé	vande	0.8	1	one close legal neighbour
vaude	vande	0.8	1	one close legal neighbour
vdlde	velde	0.8	1	one close legal neighbour
vdlle	volle	0.8	1	one close legal neighbour
veilt	velt	0.9	1	one close legal neighbour
verwe	verwen	0.9	1	one close legal neighbour
vfare	vrare	0.8	1	one close legal neighbour
vfemt	vremt	0.8	1	one close legal neighbour
viant	vyant	0.8	1	one close legal neighbour
vogel	voel	0.9	1	one close legal neighbour
voörs	voors	0.8	1	one close legal neighbour
vriMe	vrie	0.9	1	one close legal neighbour
vyanl	vyant	0.8	1	one close legal neighbour
vyras	vras	0.9	1	one close legal neighbour
w^ert	waert	0.8	1	one close legal neighbour
w^lck	welck	0.8	1	one close legal neighbour
waght	wacht	0.8	1	one close legal neighbour
waler	water	0.8	1	one close legal neighbour
wegep	wegen	0.8	1	one close legal neighbour
welqk	welck	0.8	1	one close legal neighbour
wicrd	wierd	0.8	1	one close legal neighbour
wicrt	wiert	0.8	1	one close legal neighbour
wieti	wiert	0.8	1	one close legal neighbour
wiért	wiert	0.8	1	one close legal neighbour
wlert	wiert	0.8	1	one close legal neighbour
woorl	woort	0.8	1	one close legal neighbour
wyleh	wylen	0.8	1	one close legal neighbour
wynen	wylen	0.8	1	one close legal neighbour
yyant	vyant	0.8	1	one close legal neighbour
zuydl	zuydt	0.8	1	one close legal neighbour
(aen	aen	0.9	1	one close legal neighbour
