«cc├gr┤	freqContext	freqGram
«iD├ge┤	1	22476
«ir├ge┤	1	22476
«ka├ge┤	1	22476
«lc├ge┤	1	22476
«lf├ge┤	1	22476
«lm├ge┤	1	22476
«ln├ge┤	1	22476
«m'├ge┤	1	22476
«mg├ge┤	1	22476
«nc├ge┤	1	22476
«nd├ge┤	1	22476
«né├ge┤	1	22476
«oB├ge┤	1	22476
«oi├ge┤	1	22476
«os├ge┤	1	22476
«oy├ge┤	1	22476
«pa├ge┤	1	22476
«pe├ge┤	1	22476
«pi├ge┤	1	22476
«pn├ge┤	1	22476
«r-├ge┤	1	22476
«sm├ge┤	1	22476
«t'├ge┤	1	22476
«tc├ge┤	1	22476
«tf├ge┤	1	22476
«ty├ge┤	1	22476
«us├ge┤	1	22476
«v ├ge┤	1	22476
«wc├ge┤	1	22476
«yd├ge┤	1	22476
«ye├ge┤	1	22476
«yi├ge┤	1	22476
«} ├ge┤	1	22476
«° ├ge┤	1	22476
«Üe├ge┤	1	22476
«èn├ge┤	1	22476
«é ├ge┤	1	22476
«ïn├ge┤	1	22476
«öA├ge┤	1	22476
«ü ├ge┤	1	22476
« e├nd┤	7736	21479
«va├nd┤	1383	21479
« a├nd┤	1070	21479
«ae├nd┤	1045	21479
«so├nd┤	847	21479
« o├nd┤	808	21479
«re├nd┤	628	21479
« i├nd┤	523	21479
«ge├nd┤	487	21479
«sy├nd┤	487	21479
«la├nd┤	474	21479
«ha├nd┤	430	21479
«be├nd┤	379	21479
«se├nd┤	292	21479
«co├nd┤	290	21479
«ma├nd┤	276	21479
«ey├nd┤	238	21479
«vo├nd┤	219	21479
«de├nd┤	209	21479
«me├nd┤	199	21479
«to├nd┤	194	21479
«ra├nd┤	185	21479
«ke├nd┤	180	21479
«te├nd┤	175	21479
«le├nd┤	163	21479
«ve├nd┤	150	21479
«ya├nd┤	140	21479
« I├nd┤	127	21479
«oe├nd┤	107	21479
«oo├nd┤	107	21479
«ie├nd┤	100	21479
«ro├nd┤	86	21479
«ru├nd┤	83	21479
«mi├nd┤	75	21479
«ta├nd┤	73	21479
« E├nd┤	71	21479
«Ba├nd┤	71	21479
«ne├nd┤	71	21479
«pe├nd┤	61	21479
«we├nd┤	61	21479
«ba├nd┤	60	21479
«ee├nd┤	57	21479
«vi├nd┤	57	21479
«ho├nd┤	54	21479
«ki├nd┤	54	21479
«zy├nd┤	47	21479
«mo├nd┤	45	21479
«hi├nd┤	41	21479
«Ca├nd┤	36	21479
«ca├nd┤	36	21479
«wo├nd┤	36	21479
« A├nd┤	34	21479
«sa├nd┤	34	21479
«pa├nd┤	33	21479
«bo├nd┤	31	21479
«He├nd┤	30	21479
«he├nd┤	23	21479
«po├nd┤	21	21479
«wi├nd┤	21	21479
«Su├nd┤	19	21479
« O├nd┤	17	21479
«Ra├nd┤	15	21479
«fo├nd┤	13	21479
«Ua├nd┤	12	21479
«Va├nd┤	12	21479
«bi├nd┤	12	21479
«cu├nd┤	12	21479
«Ee├nd┤	9	21479
«Nu├nd┤	9	21479
«So├nd┤	9	21479
«Lo├nd┤	8	21479
«Me├nd┤	8	21479
«go├nd┤	8	21479
«Hi├nd┤	7	21479
«Mi├nd┤	7	21479
«ia├nd┤	7	21479
«lo├nd┤	7	21479
«lu├nd┤	7	21479
«ri├nd┤	7	21479
«xa├nd┤	7	21479
«ni├nd┤	6	21479
« è├nd┤	5	21479
«*a├nd┤	5	21479
«-I├nd┤	5	21479
«Ae├nd┤	5	21479
«Ma├nd┤	5	21479
«aa├nd┤	5	21479
«na├nd┤	5	21479
«Ga├nd┤	4	21479
«Sy├nd┤	4	21479
«ac├nd┤	4	21479
«fe├nd┤	4	21479
«ye├nd┤	4	21479
« ^├nd┤	3	21479
« é├nd┤	3	21479
«'e├nd┤	3	21479
«(i├nd┤	3	21479
«)e├nd┤	3	21479
«Ey├nd┤	3	21479
«Na├nd┤	3	21479
«^e├nd┤	3	21479
«do├nd┤	3	21479
«ei├nd┤	3	21479
«er├nd┤	3	21479
«gu├nd┤	3	21479
«hy├nd┤	3	21479
«si├nd┤	3	21479
«wa├nd┤	3	21479
«'a├nd┤	2	21479
«(o├nd┤	2	21479
«.e├nd┤	2	21479
«Ge├nd┤	2	21479
«Ha├nd┤	2	21479
«Se├nd┤	2	21479
«Si├nd┤	2	21479
«^a├nd┤	2	21479
«^o├nd┤	2	21479
«fa├nd┤	2	21479
«ja├nd┤	2	21479
«ka├nd┤	2	21479
«li├nd┤	2	21479
«mu├nd┤	2	21479
«n ├nd┤	2	21479
«rc├nd┤	2	21479
«ró├nd┤	2	21479
«su├nd┤	2	21479
«zo├nd┤	2	21479
«éy├nd┤	2	21479
« k├nd┤	1	21479
« l├nd┤	1	21479
« t├nd┤	1	21479
« y├nd┤	1	21479
« «├nd┤	1	21479
« Ë├nd┤	1	21479
« ó├nd┤	1	21479
« ü├nd┤	1	21479
« €├nd┤	1	21479
«"e├nd┤	1	21479
«(O├nd┤	1	21479
«(e├nd┤	1	21479
«)a├nd┤	1	21479
«*o├nd┤	1	21479
«-e├nd┤	1	21479
«-i├nd┤	1	21479
«-l├nd┤	1	21479
«.a├nd┤	1	21479
«.o├nd┤	1	21479
«Be├nd┤	1	21479
«Co├nd┤	1	21479
«Fi├nd┤	1	21479
«Gu├nd┤	1	21479
«Ho├nd┤	1	21479
«Ia├nd┤	1	21479
«K)├nd┤	1	21479
«La├nd┤	1	21479
«Li├nd┤	1	21479
«Mu├nd┤	1	21479
«Pa├nd┤	1	21479
«Sa├nd┤	1	21479
«Ue├nd┤	1	21479
«Ve├nd┤	1	21479
«Wa├nd┤	1	21479
«We├nd┤	1	21479
«Wo├nd┤	1	21479
«Ya├nd┤	1	21479
«Za├nd┤	1	21479
«Zu├nd┤	1	21479
«^^├nd┤	1	21479
«^n├nd┤	1	21479
«ao├nd┤	1	21479
«aé├nd┤	1	21479
«c6├nd┤	1	21479
«ce├nd┤	1	21479
«d^├nd┤	1	21479
«di├nd┤	1	21479
«ea├nd┤	1	21479
«eo├nd┤	1	21479
«fu├nd┤	1	21479
«fy├nd┤	1	21479
«h ├nd┤	1	21479
«ii├nd┤	1	21479
«io├nd┤	1	21479
«iy├nd┤	1	21479
«my├nd┤	1	21479
«rs├nd┤	1	21479
«ry├nd┤	1	21479
«ré├nd┤	1	21479
«sv├nd┤	1	21479
«sé├nd┤	1	21479
«ti├nd┤	1	21479
«tp├nd┤	1	21479
«tè├nd┤	1	21479
«vn├nd┤	1	21479
«ze├nd┤	1	21479
«§y├nd┤	1	21479
«Ëe├nd┤	1	21479
«èy├nd┤	1	21479
«—e├nd┤	1	21479
«•e├nd┤	1	21479
« v├an┤	7350	20459
« m├an┤	778	20459
« l├an┤	679	20459
«pm├an┤	501	20459
« B├an┤	414	20459
«ng├an┤	347	20459
«nt├an┤	342	20459
«n ├an┤	333	20459
«rl├an┤	330	20459
« h├an┤	315	20459
«s ├an┤	290	20459
«ap├an┤	268	20459
« d├an┤	252	20459
« w├an┤	243	20459
«el├an┤	235	20459
«vy├an┤	235	20459
«e ├an┤	228	20459
« c├an┤	221	20459
« g├an┤	204	20459
«rv├an┤	202	20459
« J├an┤	191	20459
«yl├an┤	185	20459
«er├an┤	172	20459
«mm├an┤	172	20459
«od├an┤	170	20459
«st├an┤	169	20459
«am├an┤	153	20459
«em├an┤	153	20459
«ll├an┤	153	20459
«qu├an┤	153	20459
«t ├an┤	136	20459
«rh├an┤	131	20459
«ev├an┤	129	20459
« p├an┤	128	20459
«' ├an┤	120	20459
«tr├an┤	119	20459
«es├an┤	109	20459
«br├an┤	104	20459
« M├an┤	103	20459
« b├an┤	103	20459
«ph├an┤	96	20459
«mp├an┤	89	20459
«mb├an┤	88	20459
«ou├an┤	87	20459
«oy├an┤	82	20459
«or├an┤	78	20459
«aw├an┤	72	20459
«av├an┤	70	20459
«tf├an┤	70	20459
« N├an┤	69	20459
«al├an┤	66	20459
« P├an┤	63	20459
«Fr├an┤	63	20459
«r ├an┤	62	20459
«dv├an┤	59	20459
«om├an┤	58	20459
«sd├an┤	58	20459
«rd├an┤	55	20459
«rm├an┤	54	20459
«Or├an┤	53	20459
«at├an┤	53	20459
«ir├an┤	52	20459
«ed├an┤	51	20459
« C├an┤	49	20459
« T├an┤	49	20459
« V├an┤	49	20459
«in├an┤	49	20459
« s├an┤	47	20459
«lt├an┤	43	20459
«ge├an┤	41	20459
«pl├an┤	41	20459
« S├an┤	40	20459
«ch├an┤	40	20459
«nc├an┤	39	20459
« t├an┤	38	20459
«ad├an┤	37	20459
«an├an┤	37	20459
« W├an┤	36	20459
«en├an┤	35	20459
«ab├an┤	34	20459
«bl├an┤	34	20459
«tt├an┤	33	20459
«ah├an┤	31	20459
«Sp├an┤	30	20459
«eh├an┤	30	20459
«lc├an┤	29	20459
«nl├an┤	29	20459
«oU├an┤	29	20459
«ar├an┤	26	20459
«rt├an┤	24	20459
«nd├an┤	23	20459
« R├an┤	21	20459
« k├an┤	21	20459
«ic├an┤	21	20459
«sm├an┤	21	20459
«, ├an┤	20	20459
« r├an┤	19	20459
«Er├an┤	19	20459
«sp├an┤	19	20459
«Bi├an┤	18	20459
«it├an┤	18	20459
«sw├an┤	18	20459
« L├an┤	17	20459
«gr├an┤	17	20459
«li├an┤	17	20459
«ac├an┤	16	20459
«ym├an┤	16	20459
«Jo├an┤	15	20459
«ss├an┤	15	20459
«tm├an┤	15	20459
«be├an┤	14	20459
«ht├an┤	14	20459
«ib├an┤	14	20459
«lo├an┤	14	20459
«nv├an┤	14	20459
«pp├an┤	14	20459
«tu├an┤	14	20459
«tv├an┤	14	20459
« H├an┤	13	20459
«Tr├an┤	13	20459
«ec├an┤	13	20459
«rb├an┤	13	20459
«cc├an┤	12	20459
«nh├an┤	12	20459
«p ├an┤	12	20459
«tg├an┤	12	20459
«ub├an┤	12	20459
«ur├an┤	12	20459
« D├an┤	11	20459
« G├an┤	11	20459
«eg├an┤	11	20459
«h ├an┤	11	20459
«oh├an┤	11	20459
«un├an┤	11	20459
«Ju├an┤	10	20459
«au├an┤	10	20459
«Al├an┤	9	20459
«Im├an┤	9	20459
«bu├an┤	9	20459
«ol├an┤	9	20459
«ui├an┤	9	20459
«cj├an┤	8	20459
«cr├an┤	8	20459
«eb├an┤	8	20459
«ex├an┤	8	20459
«f ├an┤	8	20459
«k ├an┤	8	20459
«l ├an┤	8	20459
«sl├an┤	8	20459
«ti├an┤	8	20459
«tl├an┤	8	20459
«(v├an┤	7	20459
«Am├an┤	7	20459
«et├an┤	7	20459
«m ├an┤	7	20459
«ra├an┤	7	20459
«rc├an┤	7	20459
« a├an┤	6	20459
«. ├an┤	6	20459
«; ├an┤	6	20459
«ao├an┤	6	20459
«dj├an┤	6	20459
«ew├an┤	6	20459
«is├an┤	6	20459
«lm├an┤	6	20459
«nj├an┤	6	20459
«nm├an┤	6	20459
«nn├an┤	6	20459
«pt├an┤	6	20459
«uw├an┤	6	20459
«y ├an┤	6	20459
« y├an┤	5	20459
«2 ├an┤	5	20459
«fh├an┤	5	20459
«lf├an┤	5	20459
«oj├an┤	5	20459
«ri├an┤	5	20459
«si├an┤	5	20459
«sj├an┤	5	20459
«ul├an┤	5	20459
«up├an┤	5	20459
«vi├an┤	5	20459
«yc├an┤	5	20459
« e├an┤	4	20459
«Pl├an┤	4	20459
«d*├an┤	4	20459
«dw├an┤	4	20459
«fl├an┤	4	20459
«km├an┤	4	20459
«lr├an┤	4	20459
«rn├an┤	4	20459
«us├an┤	4	20459
«v^├an┤	4	20459
« f├an┤	3	20459
«*m├an┤	3	20459
«-t├an┤	3	20459
«Bo├an┤	3	20459
«Pr├an┤	3	20459
«bo├an┤	3	20459
«ck├an┤	3	20459
«g'├an┤	3	20459
«il├an┤	3	20459
«kj├an┤	3	20459
«ni├an┤	3	20459
«rg├an┤	3	20459
«rp├an┤	3	20459
«rs├an┤	3	20459
«x ├an┤	3	20459
«êm├an┤	3	20459
« n├an┤	2	20459
«(w├an┤	2	20459
«.v├an┤	2	20459
«3 ├an┤	2	20459
«Hg├an┤	2	20459
«Ru├an┤	2	20459
«S ├an┤	2	20459
«Tu├an┤	2	20459
«U ├an┤	2	20459
«Vr├an┤	2	20459
«cb├an┤	2	20459
«d'├an┤	2	20459
«dd├an┤	2	20459
«ff├an┤	2	20459
«fv├an┤	2	20459
«ga├an┤	2	20459
«gh├an┤	2	20459
«kv├an┤	2	20459
«le├an┤	2	20459
«lh├an┤	2	20459
«ls├an┤	2	20459
«ma├an┤	2	20459
«mg├an┤	2	20459
«nb├an┤	2	20459
«nr├an┤	2	20459
«o ├an┤	2	20459
«og├an┤	2	20459
«ow├an┤	2	20459
«sg├an┤	2	20459
«sh├an┤	2	20459
«tc├an┤	2	20459
«tj├an┤	2	20459
«ts├an┤	2	20459
«va├an┤	2	20459
«yw├an┤	2	20459
«yy├an┤	2	20459
« .├an┤	1	20459
« A├an┤	1	20459
« Y├an┤	1	20459
« Z├an┤	1	20459
« \├an┤	1	20459
« i├an┤	1	20459
« j├an┤	1	20459
«$ ├an┤	1	20459
«'B├an┤	1	20459
«'d├an┤	1	20459
«(l├an┤	1	20459
«)m├an┤	1	20459
«)r├an┤	1	20459
«* ├an┤	1	20459
«*l├an┤	1	20459
«*p├an┤	1	20459
«-v├an┤	1	20459
«.M├an┤	1	20459
«1'├an┤	1	20459
«4 ├an┤	1	20459
«5 ├an┤	1	20459
«6 ├an┤	1	20459
«Af├an┤	1	20459
«An├an┤	1	20459
«Bt├an┤	1	20459
«Cl├an┤	1	20459
«Ev├an┤	1	20459
«Gr├an┤	1	20459
«H ├an┤	1	20459
«Hc├an┤	1	20459
«Hh├an┤	1	20459
«Hl├an┤	1	20459
«Kd├an┤	1	20459
«Qm├an┤	1	20459
«Qs├an┤	1	20459
«Sv├an┤	1	20459
«Th├an┤	1	20459
«Un├an┤	1	20459
«\ ├an┤	1	20459
«\^├an┤	1	20459
«^J├an┤	1	20459
«^T├an┤	1	20459
«^e├an┤	1	20459
«^h├an┤	1	20459
«^v├an┤	1	20459
«a ├an┤	1	20459
«ag├an┤	1	20459
«aj├an┤	1	20459
«ax├an┤	1	20459
«ay├an┤	1	20459
«bd├an┤	1	20459
«bh├an┤	1	20459
«cl├an┤	1	20459
«cm├an┤	1	20459
«ct├an┤	1	20459
«d^├an┤	1	20459
«di├an┤	1	20459
«dp├an┤	1	20459
«dr├an┤	1	20459
«e^├an┤	1	20459
«ej├an┤	1	20459
«ek├an┤	1	20459
«ep├an┤	1	20459
«fa├an┤	1	20459
«fi├an┤	1	20459
«gc├an┤	1	20459
«gd├an┤	1	20459
«gg├an┤	1	20459
«gj├an┤	1	20459
«gt├an┤	1	20459
«h*├an┤	1	20459
«hi├an┤	1	20459
«hm├an┤	1	20459
«hn├an┤	1	20459
«i'├an┤	1	20459
«i*├an┤	1	20459
«if├an┤	1	20459
«ii├an┤	1	20459
«ip├an┤	1	20459
«iw├an┤	1	20459
«j ├an┤	1	20459
«kh├an┤	1	20459
«kp├an┤	1	20459
«l)├an┤	1	20459
«lI├an┤	1	20459
«lk├an┤	1	20459
«lv├an┤	1	20459
«md├an┤	1	20459
«me├an┤	1	20459
«mi├an┤	1	20459
«mt├an┤	1	20459
«nR├an┤	1	20459
«nS├an┤	1	20459
«nf├an┤	1	20459
«nk├an┤	1	20459
«np├an┤	1	20459
«on├an┤	1	20459
«op├an┤	1	20459
«ov├an┤	1	20459
«oü├an┤	1	20459
«pb├an┤	1	20459
«pi├an┤	1	20459
«pr├an┤	1	20459
«pv├an┤	1	20459
«qj├an┤	1	20459
«qy├an┤	1	20459
«r\├an┤	1	20459
«rk├an┤	1	20459
«ro├an┤	1	20459
«rw├an┤	1	20459
«ry├an┤	1	20459
«sn├an┤	1	20459
«tP├an┤	1	20459
«ta├an┤	1	20459
«tb├an┤	1	20459
«te├an┤	1	20459
«th├an┤	1	20459
«tk├an┤	1	20459
«tn├an┤	1	20459
«tp├an┤	1	20459
«u ├an┤	1	20459
«uc├an┤	1	20459
«ug├an┤	1	20459
«uh├an┤	1	20459
«um├an┤	1	20459
«ve├an┤	1	20459
«vo├an┤	1	20459
«vr├an┤	1	20459
«yi├an┤	1	20459
«§ ├an┤	1	20459
«Ër├an┤	1	20459
«üi├an┤	1	20459
«ür├an┤	1	20459
«en├ v┤	3255	19289
«de├ v┤	1580	19289
«te├ v┤	1066	19289
«er├ v┤	940	19289
«ck├ v┤	768	19289
«ie├ v┤	628	19289
«et├ v┤	593	19289
«n,├ v┤	419	19289
«an├ v┤	412	19289
«gh├ v┤	319	19289
«ge├ v┤	312	19289
«nt├ v┤	298	19289
«yt├ v┤	275	19289
«el├ v┤	262	19289
«ch├ v┤	239	19289
«se├ v┤	217	19289
«re├ v┤	207	19289
«ls├ v┤	198	19289
«oo├ v┤	198	19289
«ve├ v┤	191	19289
«in├ v┤	183	19289
«at├ v┤	177	19289
«rt├ v┤	176	19289
«rs├ v┤	172	19289
«yn├ v┤	172	19289
«ns├ v┤	168	19289
«ne├ v┤	165	19289
«st├ v┤	151	19289
«es├ v┤	148	19289
«'t├ v┤	144	19289
«t,├ v┤	139	19289
«e,├ v┤	138	19289
«as├ v┤	137	19289
«ot├ v┤	136	19289
«ts├ v┤	129	19289
«ff├ v┤	128	19289
«ht├ v┤	121	19289
«ke├ v┤	116	19289
«me├ v┤	110	19289
«le├ v┤	97	19289
«op├ v┤	90	19289
«E.├ v┤	82	19289
«s,├ v┤	81	19289
«o.├ v┤	80	19289
«un├ v┤	80	19289
«ur├ v┤	79	19289
«om├ v┤	76	19289
«on├ v┤	75	19289
«or├ v┤	75	19289
«ys├ v┤	73	19289
«cx├ v┤	71	19289
«dt├ v┤	70	19289
«is├ v┤	62	19289
«oe├ v┤	61	19289
« 2├ v┤	57	19289
«r,├ v┤	55	19289
«to├ v┤	55	19289
«em├ v┤	54	19289
«hs├ v┤	54	19289
«al├ v┤	53	19289
«am├ v┤	51	19289
«by├ v┤	51	19289
«ae├ v┤	44	19289
«n;├ v┤	43	19289
«d\├ v┤	40	19289
«ft├ v┤	40	19289
«k,├ v┤	40	19289
«ye├ v┤	40	19289
«na├ v┤	36	19289
«s.├ v┤	36	19289
«pt├ v┤	33	19289
«'.├ v┤	32	19289
«ma├ v┤	32	19289
«da├ v┤	30	19289
«pe├ v┤	30	19289
«h,├ v┤	29	19289
«ia├ v┤	29	19289
«o,├ v┤	28	19289
«ol├ v┤	28	19289
«l,├ v┤	27	19289
«ce├ v┤	26	19289
« ;├ v┤	25	19289
«io├ v┤	24	19289
«p®├ v┤	24	19289
«t;├ v┤	24	19289
«my├ v┤	23	19289
«ut├ v┤	23	19289
«a,├ v┤	22	19289
«ca├ v┤	22	19289
«he├ v┤	22	19289
«lt├ v┤	22	19289
«d'├ v┤	21	19289
«*.├ v┤	20	19289
«ar├ v┤	20	19289
«il├ v┤	20	19289
«it├ v┤	20	19289
«ou├ v┤	20	19289
«ee├ v┤	19	19289
«*,├ v┤	18	19289
«ap├ v┤	18	19289
«mt├ v┤	18	19289
«ny├ v┤	18	19289
«p^├ v┤	18	19289
«De├ v┤	17	19289
«ek├ v┤	17	19289
«uw├ v┤	17	19289
«we├ v┤	17	19289
« H├ v┤	16	19289
«fs├ v┤	16	19289
«rj├ v┤	16	19289
«VE├ v┤	15	19289
«do├ v┤	15	19289
«gb├ v┤	15	19289
«ra├ v┤	15	19289
«sy├ v┤	15	19289
«yl├ v┤	15	19289
« 3├ v┤	14	19289
«Ie├ v┤	14	19289
«d^├ v┤	14	19289
«kt├ v┤	14	19289
«os├ v┤	14	19289
«ta├ v┤	14	19289
«th├ v┤	14	19289
«00├ v┤	13	19289
«je├ v┤	13	19289
«lo├ v┤	13	19289
«oa├ v┤	13	19289
«y^├ v┤	13	19289
«S^├ v┤	12	19289
«^.├ v┤	12	19289
«ad├ v┤	12	19289
«ay├ v┤	12	19289
«hy├ v┤	12	19289
«ly├ v┤	12	19289
«us├ v┤	12	19289
«".├ v┤	11	19289
«ks├ v┤	11	19289
«rd├ v┤	11	19289
«sé├ v┤	11	19289
«d,├ v┤	10	19289
«eu├ v┤	10	19289
«ip├ v┤	10	19289
«p*├ v┤	10	19289
«ry├ v┤	10	19289
«ue├ v┤	10	19289
«wy├ v┤	10	19289
«y,├ v┤	10	19289
« 5├ v┤	9	19289
«10├ v┤	9	19289
«be├ v┤	9	19289
«cq├ v┤	9	19289
«f,├ v┤	9	19289
«f.├ v┤	9	19289
«ja├ v┤	9	19289
«kx├ v┤	9	19289
«m,├ v┤	9	19289
«nd├ v┤	9	19289
« 4├ v┤	8	19289
« 6├ v┤	8	19289
«12├ v┤	8	19289
«lp├ v┤	8	19289
«nu├ v┤	8	19289
«tj├ v┤	8	19289
« 1├ v┤	7	19289
« U├ v┤	7	19289
«ba├ v┤	7	19289
«ct├ v┤	7	19289
«lj├ v┤	7	19289
«oi├ v┤	7	19289
«rm├ v┤	7	19289
« 7├ v┤	6	19289
« E├ v┤	6	19289
« u├ v┤	6	19289
«*t├ v┤	6	19289
«.,├ v┤	6	19289
«14├ v┤	6	19289
«co├ v┤	6	19289
«e;├ v┤	6	19289
«mo├ v┤	6	19289
«n)├ v┤	6	19289
«oy├ v┤	6	19289
«t)├ v┤	6	19289
«x,├ v┤	6	19289
«z.├ v┤	6	19289
«'T├ v┤	5	19289
«'s├ v┤	5	19289
«),├ v┤	5	19289
«13├ v┤	5	19289
«ET├ v┤	5	19289
«^^├ v┤	5	19289
«ga├ v┤	5	19289
«mp├ v┤	5	19289
«nc├ v┤	5	19289
«p,├ v┤	5	19289
«s;├ v┤	5	19289
«ty├ v┤	5	19289
«um├ v┤	5	19289
«xt├ v┤	5	19289
«®.├ v┤	5	19289
«».├ v┤	5	19289
« 8├ v┤	4	19289
«',├ v┤	4	19289
«*^├ v┤	4	19289
«80├ v┤	4	19289
«^"├ v┤	4	19289
«ao├ v┤	4	19289
«au├ v┤	4	19289
«bt├ v┤	4	19289
«c,├ v┤	4	19289
«c.├ v┤	4	19289
«cb├ v┤	4	19289
«e)├ v┤	4	19289
«ef├ v┤	4	19289
«go├ v┤	4	19289
«ha├ v┤	4	19289
«la├ v┤	4	19289
«ng├ v┤	4	19289
«nj├ v┤	4	19289
«nl├ v┤	4	19289
«p«├ v┤	4	19289
«sl├ v┤	4	19289
«ul├ v┤	4	19289
« .├ v┤	3	19289
« t├ v┤	3	19289
« ü├ v┤	3	19289
«",├ v┤	3	19289
«20├ v┤	3	19289
«FF├ v┤	3	19289
«Wy├ v┤	3	19289
«^*├ v┤	3	19289
«bs├ v┤	3	19289
«dj├ v┤	3	19289
«dy├ v┤	3	19289
«eD├ v┤	3	19289
«e^├ v┤	3	19289
«ei├ v┤	3	19289
«ey├ v┤	3	19289
«fe├ v┤	3	19289
«h^├ v┤	3	19289
«r.├ v┤	3	19289
«rl├ v┤	3	19289
«sa├ v┤	3	19289
«u,├ v┤	3	19289
«up├ v┤	3	19289
«x.├ v┤	3	19289
«ym├ v┤	3	19289
«yp├ v┤	3	19289
««"├ v┤	3	19289
«°.├ v┤	3	19289
« 9├ v┤	2	19289
« a├ v┤	2	19289
« »├ v┤	2	19289
«*"├ v┤	2	19289
«**├ v┤	2	19289
«*°├ v┤	2	19289
«*»├ v┤	2	19289
«.;├ v┤	2	19289
«05├ v┤	2	19289
«16├ v┤	2	19289
«21├ v┤	2	19289
«25├ v┤	2	19289
«28├ v┤	2	19289
«30├ v┤	2	19289
«40├ v┤	2	19289
«50├ v┤	2	19289
«60├ v┤	2	19289
«71├ v┤	2	19289
«74├ v┤	2	19289
«75├ v┤	2	19289
«8,├ v┤	2	19289
«;^├ v┤	2	19289
«Ed├ v┤	2	19289
«In├ v┤	2	19289
«^'├ v┤	2	19289
«^°├ v┤	2	19289
«ac├ v┤	2	19289
«bj├ v┤	2	19289
«bo├ v┤	2	19289
«c]├ v┤	2	19289
«cs├ v┤	2	19289
«d.├ v┤	2	19289
«e.├ v┤	2	19289
«eH├ v┤	2	19289
«ep├ v┤	2	19289
«fi├ v┤	2	19289
«gi├ v┤	2	19289
«gu├ v┤	2	19289
«h;├ v┤	2	19289
«i,├ v┤	2	19289
«iT├ v┤	2	19289
«ic├ v┤	2	19289
«ij├ v┤	2	19289
«j*├ v┤	2	19289
«j,├ v┤	2	19289
«lh├ v┤	2	19289
«li├ v┤	2	19289
«ms├ v┤	2	19289
«n.├ v┤	2	19289
«n:├ v┤	2	19289
«n^├ v┤	2	19289
«p"├ v┤	2	19289
«pa├ v┤	2	19289
«p»├ v┤	2	19289
«ri├ v┤	2	19289
«rp├ v┤	2	19289
«s)├ v┤	2	19289
«si├ v┤	2	19289
«t.├ v┤	2	19289
«ux├ v┤	2	19289
«va├ v┤	2	19289
«wt├ v┤	2	19289
«yd├ v┤	2	19289
«yi├ v┤	2	19289
««.├ v┤	2	19289
««^├ v┤	2	19289
«®"├ v┤	2	19289
«ën├ v┤	2	19289
« '├ v┤	1	19289
« *├ v┤	1	19289
« M├ v┤	1	19289
« S├ v┤	1	19289
« T├ v┤	1	19289
« ^├ v┤	1	19289
« m├ v┤	1	19289
« p├ v┤	1	19289
« v├ v┤	1	19289
« }├ v┤	1	19289
« •├ v┤	1	19289
«""├ v┤	1	19289
«"^├ v┤	1	19289
«'*├ v┤	1	19289
«'e├ v┤	1	19289
«'i├ v┤	1	19289
«(e├ v┤	1	19289
«)y├ v┤	1	19289
«*;├ v┤	1	19289
«*T├ v┤	1	19289
«*s├ v┤	1	19289
«,.├ v┤	1	19289
«.5├ v┤	1	19289
«.^├ v┤	1	19289
«.®├ v┤	1	19289
«02├ v┤	1	19289
«03├ v┤	1	19289
«04├ v┤	1	19289
«06├ v┤	1	19289
«11├ v┤	1	19289
«15├ v┤	1	19289
«18├ v┤	1	19289
«19├ v┤	1	19289
«22├ v┤	1	19289
«2^├ v┤	1	19289
«31├ v┤	1	19289
«35├ v┤	1	19289
«36├ v┤	1	19289
«39├ v┤	1	19289
«3;├ v┤	1	19289
«45├ v┤	1	19289
«4;├ v┤	1	19289
«4^├ v┤	1	19289
«56├ v┤	1	19289
«72├ v┤	1	19289
«76├ v┤	1	19289
«79├ v┤	1	19289
«7;├ v┤	1	19289
«7^├ v┤	1	19289
«7s├ v┤	1	19289
«7t├ v┤	1	19289
«8"├ v┤	1	19289
«82├ v┤	1	19289
«85├ v┤	1	19289
«86├ v┤	1	19289
«89├ v┤	1	19289
«8^├ v┤	1	19289
«90├ v┤	1	19289
«92├ v┤	1	19289
«>.├ v┤	1	19289
«?]├ v┤	1	19289
«By├ v┤	1	19289
«D'├ v┤	1	19289
«Ds├ v┤	1	19289
«E^├ v┤	1	19289
«FP├ v┤	1	19289
«Ho├ v┤	1	19289
«I.├ v┤	1	19289
«IE├ v┤	1	19289
«P^├ v┤	1	19289
«S,├ v┤	1	19289
«ST├ v┤	1	19289
«Uo├ v┤	1	19289
«Uw├ v┤	1	19289
«Va├ v┤	1	19289
«[b├ v┤	1	19289
«^2├ v┤	1	19289
«^\├ v┤	1	19289
«^s├ v┤	1	19289
«^t├ v┤	1	19289
«a;├ v┤	1	19289
«aU├ v┤	1	19289
«a^├ v┤	1	19289
«ab├ v┤	1	19289
«ag├ v┤	1	19289
«aj├ v┤	1	19289
«b,├ v┤	1	19289
«cl├ v┤	1	19289
«d"├ v┤	1	19289
«d%├ v┤	1	19289
«d;├ v┤	1	19289
«d©├ v┤	1	19289
«dë├ v┤	1	19289
«e*├ v┤	1	19289
«ed├ v┤	1	19289
«eh├ v┤	1	19289
«f^├ v┤	1	19289
«fa├ v┤	1	19289
«fl├ v┤	1	19289
«gj├ v┤	1	19289
«gs├ v┤	1	19289
«gè├ v┤	1	19289
«h*├ v┤	1	19289
